Source;Target;Weight
minecraft:purple_dye;r_298;-1
r_298;minecraft:purple_wool;1
minecraft:magenta_wool;r_299;-1
minecraft:cyan_dye;r_299;-1
r_299;minecraft:cyan_wool;1
minecraft:magenta_wool;r_300;-1
minecraft:light_gray_dye;r_300;-1
r_300;minecraft:silver_wool;1
minecraft:magenta_wool;r_301;-1
minecraft:gray_dye;r_301;-1
r_301;minecraft:gray_wool;1
minecraft:magenta_wool;r_302;-1
minecraft:pink_dye;r_302;-1
r_302;minecraft:pink_wool;1
minecraft:magenta_wool;r_303;-1
minecraft:lime_dye;r_303;-1
r_303;minecraft:lime_wool;1
minecraft:magenta_wool;r_304;-1
minecraft:yellow_dye;r_304;-1
r_304;minecraft:yellow_wool;1
minecraft:magenta_wool;r_305;-1
minecraft:light_blue_dye;r_305;-1
r_305;minecraft:light_blue_wool;1
minecraft:magenta_wool;r_306;-1
minecraft:white_dye;r_306;-1
r_306;minecraft:white_wool;1
minecraft:magenta_wool;r_307;-1
minecraft:red_dye;r_307;-1
r_307;minecraft:red_wool;1
minecraft:light_blue_wool;r_308;-1
minecraft:orange_dye;r_308;-1
r_308;minecraft:orange_wool;1
minecraft:light_blue_wool;r_309;-1
minecraft:black_dye;r_309;-1
r_309;minecraft:black_wool;1
minecraft:light_blue_wool;r_310;-1
minecraft:green_dye;r_310;-1
r_310;minecraft:green_wool;1
minecraft:light_blue_wool;r_311;-1
minecraft:brown_dye;r_311;-1
r_311;minecraft:brown_wool;1
minecraft:light_blue_wool;r_312;-1
minecraft:blue_dye;r_312;-1
r_312;minecraft:blue_wool;1
minecraft:light_blue_wool;r_313;-1
minecraft:purple_dye;r_313;-1
r_313;minecraft:purple_wool;1
minecraft:light_blue_wool;r_314;-1
minecraft:cyan_dye;r_314;-1
r_314;minecraft:cyan_wool;1
minecraft:light_blue_wool;r_315;-1
minecraft:light_gray_dye;r_315;-1
r_315;minecraft:silver_wool;1
minecraft:light_blue_wool;r_316;-1
minecraft:gray_dye;r_316;-1
r_316;minecraft:gray_wool;1
minecraft:light_blue_wool;r_317;-1
minecraft:pink_dye;r_317;-1
r_317;minecraft:pink_wool;1
minecraft:light_blue_wool;r_318;-1
minecraft:lime_dye;r_318;-1
r_318;minecraft:lime_wool;1
minecraft:light_blue_wool;r_319;-1
minecraft:yellow_dye;r_319;-1
r_319;minecraft:yellow_wool;1
minecraft:light_blue_wool;r_320;-1
minecraft:magenta_dye;r_320;-1
r_320;minecraft:magenta_wool;1
minecraft:light_blue_wool;r_321;-1
minecraft:white_dye;r_321;-1
r_321;minecraft:white_wool;1
minecraft:light_blue_wool;r_322;-1
minecraft:red_dye;r_322;-1
r_322;minecraft:red_wool;1
minecraft:yellow_wool;r_323;-1
minecraft:orange_dye;r_323;-1
r_323;minecraft:orange_wool;1
minecraft:yellow_wool;r_324;-1
minecraft:black_dye;r_324;-1
r_324;minecraft:black_wool;1
minecraft:yellow_wool;r_325;-1
minecraft:green_dye;r_325;-1
r_325;minecraft:green_wool;1
minecraft:yellow_wool;r_326;-1
minecraft:brown_dye;r_326;-1
r_326;minecraft:brown_wool;1
minecraft:yellow_wool;r_327;-1
minecraft:blue_dye;r_327;-1
r_327;minecraft:blue_wool;1
minecraft:yellow_wool;r_328;-1
minecraft:purple_dye;r_328;-1
r_328;minecraft:purple_wool;1
minecraft:yellow_wool;r_329;-1
minecraft:cyan_dye;r_329;-1
r_329;minecraft:cyan_wool;1
minecraft:yellow_wool;r_330;-1
minecraft:light_gray_dye;r_330;-1
r_330;minecraft:silver_wool;1
minecraft:yellow_wool;r_331;-1
minecraft:gray_dye;r_331;-1
r_331;minecraft:gray_wool;1
minecraft:yellow_wool;r_332;-1
minecraft:pink_dye;r_332;-1
r_332;minecraft:pink_wool;1
minecraft:yellow_wool;r_333;-1
minecraft:lime_dye;r_333;-1
r_333;minecraft:lime_wool;1
minecraft:yellow_wool;r_334;-1
minecraft:light_blue_dye;r_334;-1
r_334;minecraft:light_blue_wool;1
minecraft:yellow_wool;r_335;-1
minecraft:magenta_dye;r_335;-1
r_335;minecraft:magenta_wool;1
minecraft:yellow_wool;r_336;-1
minecraft:white_dye;r_336;-1
r_336;minecraft:white_wool;1
minecraft:yellow_wool;r_337;-1
minecraft:red_dye;r_337;-1
r_337;minecraft:red_wool;1
minecraft:lime_wool;r_338;-1
minecraft:orange_dye;r_338;-1
r_338;minecraft:orange_wool;1
minecraft:lime_wool;r_339;-1
minecraft:black_dye;r_339;-1
r_339;minecraft:black_wool;1
minecraft:lime_wool;r_340;-1
minecraft:green_dye;r_340;-1
r_340;minecraft:green_wool;1
minecraft:lime_wool;r_341;-1
minecraft:brown_dye;r_341;-1
r_341;minecraft:brown_wool;1
minecraft:lime_wool;r_342;-1
minecraft:blue_dye;r_342;-1
r_342;minecraft:blue_wool;1
minecraft:lime_wool;r_343;-1
minecraft:purple_dye;r_343;-1
r_343;minecraft:purple_wool;1
minecraft:lime_wool;r_344;-1
minecraft:cyan_dye;r_344;-1
r_344;minecraft:cyan_wool;1
minecraft:lime_wool;r_345;-1
minecraft:light_gray_dye;r_345;-1
r_345;minecraft:silver_wool;1
minecraft:lime_wool;r_346;-1
minecraft:gray_dye;r_346;-1
r_346;minecraft:gray_wool;1
minecraft:lime_wool;r_347;-1
minecraft:pink_dye;r_347;-1
r_347;minecraft:pink_wool;1
minecraft:lime_wool;r_348;-1
minecraft:yellow_dye;r_348;-1
r_348;minecraft:yellow_wool;1
minecraft:lime_wool;r_349;-1
minecraft:light_blue_dye;r_349;-1
r_349;minecraft:light_blue_wool;1
minecraft:lime_wool;r_350;-1
minecraft:magenta_dye;r_350;-1
r_350;minecraft:magenta_wool;1
minecraft:lime_wool;r_351;-1
minecraft:white_dye;r_351;-1
r_351;minecraft:white_wool;1
minecraft:lime_wool;r_352;-1
minecraft:red_dye;r_352;-1
r_352;minecraft:red_wool;1
minecraft:pink_wool;r_353;-1
minecraft:orange_dye;r_353;-1
r_353;minecraft:orange_wool;1
minecraft:pink_wool;r_354;-1
minecraft:black_dye;r_354;-1
r_354;minecraft:black_wool;1
minecraft:pink_wool;r_355;-1
minecraft:green_dye;r_355;-1
r_355;minecraft:green_wool;1
minecraft:pink_wool;r_356;-1
minecraft:brown_dye;r_356;-1
r_356;minecraft:brown_wool;1
minecraft:pink_wool;r_357;-1
minecraft:blue_dye;r_357;-1
r_357;minecraft:blue_wool;1
minecraft:pink_wool;r_358;-1
minecraft:purple_dye;r_358;-1
r_358;minecraft:purple_wool;1
minecraft:pink_wool;r_359;-1
minecraft:cyan_dye;r_359;-1
r_359;minecraft:cyan_wool;1
minecraft:pink_wool;r_360;-1
minecraft:light_gray_dye;r_360;-1
r_360;minecraft:silver_wool;1
minecraft:pink_wool;r_361;-1
minecraft:gray_dye;r_361;-1
r_361;minecraft:gray_wool;1
minecraft:pink_wool;r_362;-1
minecraft:lime_dye;r_362;-1
r_362;minecraft:lime_wool;1
minecraft:pink_wool;r_363;-1
minecraft:yellow_dye;r_363;-1
r_363;minecraft:yellow_wool;1
minecraft:pink_wool;r_364;-1
minecraft:light_blue_dye;r_364;-1
r_364;minecraft:light_blue_wool;1
minecraft:pink_wool;r_365;-1
minecraft:magenta_dye;r_365;-1
r_365;minecraft:magenta_wool;1
minecraft:pink_wool;r_366;-1
minecraft:white_dye;r_366;-1
r_366;minecraft:white_wool;1
minecraft:pink_wool;r_367;-1
minecraft:red_dye;r_367;-1
r_367;minecraft:red_wool;1
minecraft:gray_wool;r_368;-1
minecraft:orange_dye;r_368;-1
r_368;minecraft:orange_wool;1
minecraft:gray_wool;r_369;-1
minecraft:black_dye;r_369;-1
r_369;minecraft:black_wool;1
minecraft:gray_wool;r_370;-1
minecraft:green_dye;r_370;-1
r_370;minecraft:green_wool;1
minecraft:gray_wool;r_371;-1
minecraft:brown_dye;r_371;-1
r_371;minecraft:brown_wool;1
minecraft:gray_wool;r_372;-1
minecraft:blue_dye;r_372;-1
r_372;minecraft:blue_wool;1
minecraft:gray_wool;r_373;-1
minecraft:purple_dye;r_373;-1
r_373;minecraft:purple_wool;1
minecraft:gray_wool;r_374;-1
minecraft:cyan_dye;r_374;-1
r_374;minecraft:cyan_wool;1
minecraft:gray_wool;r_375;-1
minecraft:light_gray_dye;r_375;-1
r_375;minecraft:silver_wool;1
minecraft:gray_wool;r_376;-1
minecraft:pink_dye;r_376;-1
r_376;minecraft:pink_wool;1
minecraft:gray_wool;r_377;-1
minecraft:lime_dye;r_377;-1
r_377;minecraft:lime_wool;1
minecraft:gray_wool;r_378;-1
minecraft:yellow_dye;r_378;-1
r_378;minecraft:yellow_wool;1
minecraft:gray_wool;r_379;-1
minecraft:light_blue_dye;r_379;-1
r_379;minecraft:light_blue_wool;1
minecraft:gray_wool;r_380;-1
minecraft:magenta_dye;r_380;-1
r_380;minecraft:magenta_wool;1
minecraft:gray_wool;r_381;-1
minecraft:white_dye;r_381;-1
r_381;minecraft:white_wool;1
minecraft:gray_wool;r_382;-1
minecraft:red_dye;r_382;-1
r_382;minecraft:red_wool;1
minecraft:silver_wool;r_383;-1
minecraft:orange_dye;r_383;-1
r_383;minecraft:orange_wool;1
minecraft:silver_wool;r_384;-1
minecraft:black_dye;r_384;-1
r_384;minecraft:black_wool;1
minecraft:silver_wool;r_385;-1
minecraft:green_dye;r_385;-1
r_385;minecraft:green_wool;1
minecraft:silver_wool;r_386;-1
minecraft:brown_dye;r_386;-1
r_386;minecraft:brown_wool;1
minecraft:silver_wool;r_387;-1
minecraft:blue_dye;r_387;-1
r_387;minecraft:blue_wool;1
minecraft:silver_wool;r_388;-1
minecraft:purple_dye;r_388;-1
r_388;minecraft:purple_wool;1
minecraft:silver_wool;r_389;-1
minecraft:cyan_dye;r_389;-1
r_389;minecraft:cyan_wool;1
minecraft:silver_wool;r_390;-1
minecraft:gray_dye;r_390;-1
r_390;minecraft:gray_wool;1
minecraft:silver_wool;r_391;-1
minecraft:pink_dye;r_391;-1
r_391;minecraft:pink_wool;1
minecraft:silver_wool;r_392;-1
minecraft:lime_dye;r_392;-1
r_392;minecraft:lime_wool;1
minecraft:silver_wool;r_393;-1
minecraft:yellow_dye;r_393;-1
r_393;minecraft:yellow_wool;1
minecraft:silver_wool;r_394;-1
minecraft:light_blue_dye;r_394;-1
r_394;minecraft:light_blue_wool;1
minecraft:silver_wool;r_395;-1
minecraft:magenta_dye;r_395;-1
r_395;minecraft:magenta_wool;1
minecraft:silver_wool;r_396;-1
minecraft:white_dye;r_396;-1
r_396;minecraft:white_wool;1
minecraft:silver_wool;r_397;-1
minecraft:red_dye;r_397;-1
r_397;minecraft:red_wool;1
minecraft:cyan_wool;r_398;-1
minecraft:orange_dye;r_398;-1
r_398;minecraft:orange_wool;1
minecraft:cyan_wool;r_399;-1
minecraft:black_dye;r_399;-1
r_399;minecraft:black_wool;1
minecraft:cyan_wool;r_400;-1
minecraft:green_dye;r_400;-1
r_400;minecraft:green_wool;1
minecraft:cyan_wool;r_401;-1
minecraft:brown_dye;r_401;-1
r_401;minecraft:brown_wool;1
minecraft:cyan_wool;r_402;-1
minecraft:blue_dye;r_402;-1
r_402;minecraft:blue_wool;1
minecraft:cyan_wool;r_403;-1
minecraft:purple_dye;r_403;-1
r_403;minecraft:purple_wool;1
minecraft:cyan_wool;r_404;-1
minecraft:light_gray_dye;r_404;-1
r_404;minecraft:silver_wool;1
minecraft:cyan_wool;r_405;-1
minecraft:gray_dye;r_405;-1
r_405;minecraft:gray_wool;1
minecraft:cyan_wool;r_406;-1
minecraft:pink_dye;r_406;-1
r_406;minecraft:pink_wool;1
minecraft:cyan_wool;r_407;-1
minecraft:lime_dye;r_407;-1
r_407;minecraft:lime_wool;1
minecraft:cyan_wool;r_408;-1
minecraft:yellow_dye;r_408;-1
r_408;minecraft:yellow_wool;1
minecraft:cyan_wool;r_409;-1
minecraft:light_blue_dye;r_409;-1
r_409;minecraft:light_blue_wool;1
minecraft:cyan_wool;r_410;-1
minecraft:magenta_dye;r_410;-1
r_410;minecraft:magenta_wool;1
minecraft:cyan_wool;r_411;-1
minecraft:orange_dye;r_411;-1
r_411;minecraft:white_wool;1
minecraft:cyan_wool;r_412;-1
minecraft:red_dye;r_412;-1
r_412;minecraft:red_wool;1
minecraft:purple_wool;r_413;-1
minecraft:orange_dye;r_413;-1
r_413;minecraft:orange_wool;1
minecraft:purple_wool;r_414;-1
minecraft:black_dye;r_414;-1
r_414;minecraft:black_wool;1
minecraft:purple_wool;r_415;-1
minecraft:green_dye;r_415;-1
r_415;minecraft:green_wool;1
minecraft:purple_wool;r_416;-1
minecraft:brown_dye;r_416;-1
r_416;minecraft:brown_wool;1
minecraft:purple_wool;r_417;-1
minecraft:blue_dye;r_417;-1
r_417;minecraft:blue_wool;1
minecraft:purple_wool;r_418;-1
minecraft:cyan_dye;r_418;-1
r_418;minecraft:cyan_wool;1
minecraft:purple_wool;r_419;-1
minecraft:light_gray_dye;r_419;-1
r_419;minecraft:silver_wool;1
minecraft:purple_wool;r_420;-1
minecraft:gray_dye;r_420;-1
r_420;minecraft:gray_wool;1
minecraft:purple_wool;r_421;-1
minecraft:pink_dye;r_421;-1
r_421;minecraft:pink_wool;1
minecraft:purple_wool;r_422;-1
minecraft:lime_dye;r_422;-1
r_422;minecraft:lime_wool;1
minecraft:purple_wool;r_423;-1
minecraft:yellow_dye;r_423;-1
r_423;minecraft:yellow_wool;1
minecraft:purple_wool;r_424;-1
minecraft:light_blue_dye;r_424;-1
r_424;minecraft:light_blue_wool;1
minecraft:purple_wool;r_425;-1
minecraft:magenta_dye;r_425;-1
r_425;minecraft:magenta_wool;1
minecraft:purple_wool;r_426;-1
minecraft:white_dye;r_426;-1
r_426;minecraft:white_wool;1
minecraft:purple_wool;r_427;-1
minecraft:red_dye;r_427;-1
r_427;minecraft:red_wool;1
minecraft:blue_wool;r_428;-1
minecraft:orange_dye;r_428;-1
r_428;minecraft:orange_wool;1
minecraft:blue_wool;r_429;-1
minecraft:black_dye;r_429;-1
r_429;minecraft:black_wool;1
minecraft:blue_wool;r_430;-1
minecraft:green_dye;r_430;-1
r_430;minecraft:green_wool;1
minecraft:blue_wool;r_431;-1
minecraft:brown_dye;r_431;-1
r_431;minecraft:brown_wool;1
minecraft:blue_wool;r_432;-1
minecraft:purple_dye;r_432;-1
r_432;minecraft:purple_wool;1
minecraft:blue_wool;r_433;-1
minecraft:cyan_dye;r_433;-1
r_433;minecraft:cyan_wool;1
minecraft:blue_wool;r_434;-1
minecraft:light_gray_dye;r_434;-1
r_434;minecraft:silver_wool;1
minecraft:blue_wool;r_435;-1
minecraft:gray_dye;r_435;-1
r_435;minecraft:gray_wool;1
minecraft:blue_wool;r_436;-1
minecraft:pink_dye;r_436;-1
r_436;minecraft:pink_wool;1
minecraft:blue_wool;r_437;-1
minecraft:lime_dye;r_437;-1
r_437;minecraft:lime_wool;1
minecraft:blue_wool;r_438;-1
minecraft:yellow_dye;r_438;-1
r_438;minecraft:yellow_wool;1
minecraft:blue_wool;r_439;-1
minecraft:light_blue_dye;r_439;-1
r_439;minecraft:light_blue_wool;1
minecraft:blue_wool;r_440;-1
minecraft:magenta_dye;r_440;-1
r_440;minecraft:magenta_wool;1
minecraft:blue_wool;r_441;-1
minecraft:white_dye;r_441;-1
r_441;minecraft:white_wool;1
minecraft:blue_wool;r_442;-1
minecraft:red_dye;r_442;-1
r_442;minecraft:red_wool;1
minecraft:brown_wool;r_443;-1
minecraft:orange_dye;r_443;-1
r_443;minecraft:orange_wool;1
minecraft:brown_wool;r_444;-1
minecraft:black_dye;r_444;-1
r_444;minecraft:black_wool;1
minecraft:brown_wool;r_445;-1
minecraft:green_dye;r_445;-1
r_445;minecraft:green_wool;1
minecraft:brown_wool;r_446;-1
minecraft:blue_dye;r_446;-1
r_446;minecraft:blue_wool;1
minecraft:brown_wool;r_447;-1
minecraft:purple_dye;r_447;-1
r_447;minecraft:purple_wool;1
minecraft:brown_wool;r_448;-1
minecraft:cyan_dye;r_448;-1
r_448;minecraft:cyan_wool;1
minecraft:brown_wool;r_449;-1
minecraft:light_gray_dye;r_449;-1
r_449;minecraft:silver_wool;1
minecraft:brown_wool;r_450;-1
minecraft:gray_dye;r_450;-1
r_450;minecraft:gray_wool;1
minecraft:brown_wool;r_451;-1
minecraft:pink_dye;r_451;-1
r_451;minecraft:pink_wool;1
minecraft:brown_wool;r_452;-1
minecraft:lime_dye;r_452;-1
r_452;minecraft:lime_wool;1
minecraft:brown_wool;r_453;-1
minecraft:yellow_dye;r_453;-1
r_453;minecraft:yellow_wool;1
minecraft:brown_wool;r_454;-1
minecraft:light_blue_dye;r_454;-1
r_454;minecraft:light_blue_wool;1
minecraft:brown_wool;r_455;-1
minecraft:magenta_dye;r_455;-1
r_455;minecraft:magenta_wool;1
minecraft:brown_wool;r_456;-1
minecraft:white_dye;r_456;-1
r_456;minecraft:white_wool;1
minecraft:brown_wool;r_457;-1
minecraft:red_dye;r_457;-1
r_457;minecraft:red_wool;1
minecraft:green_wool;r_458;-1
minecraft:orange_dye;r_458;-1
r_458;minecraft:orange_wool;1
minecraft:green_wool;r_459;-1
minecraft:black_dye;r_459;-1
r_459;minecraft:black_wool;1
minecraft:green_wool;r_460;-1
minecraft:brown_dye;r_460;-1
r_460;minecraft:brown_wool;1
minecraft:green_wool;r_461;-1
minecraft:blue_dye;r_461;-1
r_461;minecraft:blue_wool;1
minecraft:green_wool;r_462;-1
minecraft:purple_dye;r_462;-1
r_462;minecraft:purple_wool;1
minecraft:green_wool;r_463;-1
minecraft:cyan_dye;r_463;-1
r_463;minecraft:cyan_wool;1
minecraft:green_wool;r_464;-1
minecraft:light_gray_dye;r_464;-1
r_464;minecraft:silver_wool;1
minecraft:green_wool;r_465;-1
minecraft:gray_dye;r_465;-1
r_465;minecraft:gray_wool;1
minecraft:green_wool;r_466;-1
minecraft:pink_dye;r_466;-1
r_466;minecraft:pink_wool;1
minecraft:green_wool;r_467;-1
minecraft:lime_dye;r_467;-1
r_467;minecraft:lime_wool;1
minecraft:green_wool;r_468;-1
minecraft:yellow_dye;r_468;-1
r_468;minecraft:yellow_wool;1
minecraft:green_wool;r_469;-1
minecraft:light_blue_dye;r_469;-1
r_469;minecraft:light_blue_wool;1
minecraft:green_wool;r_470;-1
minecraft:magenta_dye;r_470;-1
r_470;minecraft:magenta_wool;1
minecraft:green_wool;r_471;-1
minecraft:white_dye;r_471;-1
r_471;minecraft:white_wool;1
minecraft:green_wool;r_472;-1
minecraft:red_dye;r_472;-1
r_472;minecraft:red_wool;1
minecraft:black_wool;r_473;-1
minecraft:orange_dye;r_473;-1
r_473;minecraft:orange_wool;1
minecraft:black_wool;r_474;-1
minecraft:green_dye;r_474;-1
r_474;minecraft:green_wool;1
minecraft:black_wool;r_475;-1
minecraft:brown_dye;r_475;-1
r_475;minecraft:brown_wool;1
minecraft:black_wool;r_476;-1
minecraft:blue_dye;r_476;-1
r_476;minecraft:blue_wool;1
minecraft:black_wool;r_477;-1
minecraft:purple_dye;r_477;-1
r_477;minecraft:purple_wool;1
minecraft:black_wool;r_478;-1
minecraft:cyan_dye;r_478;-1
r_478;minecraft:cyan_wool;1
minecraft:black_wool;r_479;-1
minecraft:light_gray_dye;r_479;-1
r_479;minecraft:silver_wool;1
minecraft:black_wool;r_480;-1
minecraft:gray_dye;r_480;-1
r_480;minecraft:gray_wool;1
minecraft:black_wool;r_481;-1
minecraft:pink_dye;r_481;-1
r_481;minecraft:pink_wool;1
minecraft:black_wool;r_482;-1
minecraft:lime_dye;r_482;-1
r_482;minecraft:lime_wool;1
minecraft:black_wool;r_483;-1
minecraft:yellow_dye;r_483;-1
r_483;minecraft:yellow_wool;1
minecraft:black_wool;r_484;-1
minecraft:light_blue_dye;r_484;-1
r_484;minecraft:light_blue_wool;1
minecraft:black_wool;r_485;-1
minecraft:magenta_dye;r_485;-1
r_485;minecraft:magenta_wool;1
minecraft:black_wool;r_486;-1
minecraft:white_dye;r_486;-1
r_486;minecraft:white_wool;1
minecraft:black_wool;r_487;-1
minecraft:red_dye;r_487;-1
r_487;minecraft:red_wool;1
minecraft:orange_wool;r_488;-1
minecraft:black_dye;r_488;-1
r_488;minecraft:black_wool;1
minecraft:orange_wool;r_489;-1
minecraft:green_dye;r_489;-1
r_489;minecraft:green_wool;1
minecraft:orange_wool;r_490;-1
minecraft:brown_dye;r_490;-1
r_490;minecraft:brown_wool;1
minecraft:orange_wool;r_491;-1
minecraft:blue_dye;r_491;-1
r_491;minecraft:blue_wool;1
minecraft:orange_wool;r_492;-1
minecraft:purple_dye;r_492;-1
r_492;minecraft:purple_wool;1
minecraft:orange_wool;r_493;-1
minecraft:cyan_dye;r_493;-1
r_493;minecraft:cyan_wool;1
minecraft:orange_wool;r_494;-1
minecraft:light_gray_dye;r_494;-1
r_494;minecraft:silver_wool;1
minecraft:orange_wool;r_495;-1
minecraft:gray_dye;r_495;-1
r_495;minecraft:gray_wool;1
minecraft:orange_wool;r_496;-1
minecraft:pink_dye;r_496;-1
r_496;minecraft:pink_wool;1
minecraft:orange_wool;r_497;-1
minecraft:lime_dye;r_497;-1
r_497;minecraft:lime_wool;1
minecraft:orange_wool;r_498;-1
minecraft:yellow_dye;r_498;-1
r_498;minecraft:yellow_wool;1
minecraft:orange_wool;r_499;-1
minecraft:light_blue_dye;r_499;-1
r_499;minecraft:light_blue_wool;1
minecraft:orange_wool;r_500;-1
minecraft:magenta_dye;r_500;-1
r_500;minecraft:magenta_wool;1
minecraft:orange_wool;r_501;-1
minecraft:white_dye;r_501;-1
r_501;minecraft:white_wool;1
minecraft:orange_wool;r_502;-1
minecraft:red_dye;r_502;-1
r_502;minecraft:red_wool;1
minecraft:orange_wool;r_503;-1
minecraft:bleach;r_503;-1
r_503;minecraft:white_wool;1
minecraft:magenta_wool;r_504;-1
minecraft:bleach;r_504;-1
r_504;minecraft:white_wool;1
minecraft:light_blue_wool;r_505;-1
minecraft:bleach;r_505;-1
r_505;minecraft:white_wool;1
minecraft:yellow_wool;r_506;-1
minecraft:bleach;r_506;-1
r_506;minecraft:white_wool;1
minecraft:lime_wool;r_507;-1
minecraft:bleach;r_507;-1
r_507;minecraft:white_wool;1
minecraft:pink_wool;r_508;-1
minecraft:bleach;r_508;-1
r_508;minecraft:white_wool;1
minecraft:gray_wool;r_509;-1
minecraft:bleach;r_509;-1
r_509;minecraft:white_wool;1
minecraft:silver_wool;r_510;-1
minecraft:bleach;r_510;-1
r_510;minecraft:white_wool;1
minecraft:cyan_wool;r_511;-1
minecraft:bleach;r_511;-1
r_511;minecraft:white_wool;1
minecraft:purple_wool;r_512;-1
minecraft:bleach;r_512;-1
r_512;minecraft:white_wool;1
minecraft:blue_wool;r_513;-1
minecraft:bleach;r_513;-1
r_513;minecraft:white_wool;1
minecraft:brown_wool;r_514;-1
minecraft:bleach;r_514;-1
r_514;minecraft:white_wool;1
minecraft:green_wool;r_515;-1
minecraft:bleach;r_515;-1
r_515;minecraft:white_wool;1
minecraft:red_wool;r_516;-1
minecraft:bleach;r_516;-1
r_516;minecraft:white_wool;1
minecraft:black_wool;r_517;-1
minecraft:bleach;r_517;-1
r_517;minecraft:white_wool;1
minecraft:bamboo;r_518;-6
minecraft:string;r_518;-1
r_518;minecraft:scaffolding;6
minecraft:pointed_dripstone;r_519;-4
r_519;minecraft:dripstone_block;1
minecraft:birch_log;r_520;-1
r_520;minecraft:birch_planks;4
minecraft:acacia_log;r_521;-1
r_521;minecraft:acacia_planks;4
minecraft:dark_oak_log;r_522;-1
r_522;minecraft:dark_oak_planks;4
minecraft:jungle_log;r_523;-1
r_523;minecraft:jungle_planks;4
minecraft:oak_log;r_524;-1
r_524;minecraft:oak_planks;4
minecraft:spruce_log;r_525;-1
r_525;minecraft:spruce_planks;4
minecraft:stripped_spruce_log;r_526;-1
r_526;minecraft:spruce_planks;4
minecraft:stripped_acacia_log;r_527;-1
r_527;minecraft:acacia_planks;4
minecraft:stripped_birch_log;r_528;-1
r_528;minecraft:birch_planks;4
minecraft:stripped_dark_oak_log;r_529;-1
r_529;minecraft:dark_oak_planks;4
minecraft:stripped_jungle_log;r_530;-1
r_530;minecraft:jungle_planks;4
minecraft:stripped_oak_log;r_531;-1
r_531;minecraft:oak_planks;4
minecraft:oak_wood;r_532;-1
r_532;minecraft:oak_planks;4
minecraft:acacia_wood;r_533;-1
r_533;minecraft:acacia_planks;4
minecraft:birch_wood;r_534;-1
r_534;minecraft:birch_planks;4
minecraft:dark_oak_wood;r_535;-1
r_535;minecraft:dark_oak_planks;4
minecraft:jungle_wood;r_536;-1
r_536;minecraft:jungle_planks;4
minecraft:spruce_wood;r_537;-1
r_537;minecraft:spruce_planks;4
minecraft:stripped_acacia_wood;r_538;-1
r_538;minecraft:acacia_planks;4
minecraft:stripped_birch_wood;r_539;-1
r_539;minecraft:birch_planks;4
minecraft:stripped_dark_oak_wood;r_540;-1
r_540;minecraft:dark_oak_planks;4
minecraft:stripped_jungle_wood;r_541;-1
r_541;minecraft:jungle_planks;4
minecraft:stripped_oak_wood;r_542;-1
r_542;minecraft:oak_planks;4
